Municipio,Nombre,2022,2023,2024,2025,2026
Autlan de Navarro,Servicios Soto S.A. de C.V.,12056818.15,503731.29,8952623.47,,3413450.05
Toliman,Inversiones Rios S.C.,6232590.86,979081.27,11916564.37,10146481.27,5671869.01
Cocula,Grupo Ybarra S.A. de C.V.,7066412.66,14577595.31,,12134267.51,5332925.19
Cocula,Empresa Gutierrez S.A.,4361186.76,6100912.14,14841346.63,13963919.05,3043617.53
Huejuquilla el Alto,Industrias Martinez S.R.L. de C.V.,8395105.28,13296599.68,12482572.75,,
Toliman,Distribuidora Valdez,11024984.16,963273.03,13954606.15,3997506.79,8187396.68
Tamazula de Gordiano,Industrias Rivera S.R.L. de C.V.,9030291.76,1996736.94,9286924.17,2260087.3,2544354.48
Magdalena,Constructora Ortega S.A. de C.V.,9475467.2,3308788.84,6761551.5,3664997.61,4768932.24
Villa Hidalgo,Industrias Vega,4903011.7,251883.02,7063453.0,7215249.82,5425828.62
Ayutla,Comercializadora Soto S.A. de C.V.,,4680679.0,947363.85,5348591.67,2892328.12
Tuxcacuesco,Soluciones Reyes S.A. de C.V.,12611171.49,8518281.78,13684313.8,6094647.53,14083844.18
Zapotiltic,Soluciones Fuentes S.A. de C.V.,5466422.88,11748663.94,477638.76,10937703.41,4148289.7
Sayula,Empresa Reyes S.C.,8982111.52,8227326.96,4404270.57,9361779.27,
Etzatlan,Constructora Ramirez S.C.,,5411657.44,6203684.52,12476126.27,10205386.29
Atemajac de Brizuela,Servicios Gomez S.A. de C.V.,5024918.63,10203563.53,2334136.6,4689058.93,4122451.16
Villa Corona,Soluciones Martinez,6200079.49,1143026.23,6660352.63,5292041.36,4209915.19
Tototlan,Corporativo Gomez S.A.,3788672.49,566559.0,1752019.56,13538884.75,12083013.0
Encarnacion de Diaz,Industrias Soto S.C.,1221867.59,2725265.8,7496642.41,12165943.74,8377997.9
Tapalpa,Constructora Ybarra S.C.,13179313.49,5290963.78,7107278.62,10853456.85,2666464.06
Acatic,Corporativo Ramirez S.A.,,13698422.45,11336926.96,268033.81,1871787.93
La Manzanilla de la Paz,Grupo Hernandez S.C.,9855432.36,12029968.71,10554468.44,6328759.09,3214816.2
Juanacatlan,Corporativo Castillo S.R.L. de C.V.,12353513.19,4150087.04,6255779.81,5825266.96,
Zacoalco de Torres,Distribuidora Lara,1183832.42,14585381.3,7435462.58,7919109.41,11276588.52
Huejucar,Comercializadora Morales S. de R.L.,14584433.99,240736.19,722792.05,3646066.83,10704146.04
Jesus Maria,Grupo Quintero S.R.L. de C.V.,8931274.66,12523493.18,1518533.81,8381456.53,9577337.05
Canadas de Obregon,Soluciones Diaz S.A.,11398449.7,,9484653.03,7878004.56,2142162.74
La Huerta,Servicios Torres S.R.L. de C.V.,5234695.12,1544058.51,2348400.7,6297456.98,
Etzatlan,Constructora Vega S. de R.L.,9951116.06,1071750.09,8029091.55,11313688.29,1340686.03
Cocula,Empresa Diaz S. de R.L.,13927686.33,10584385.82,4012323.5,10664818.94,6616989.4
San Gabriel,Comercializadora Rios S.A. de C.V.,8726430.23,2684087.68,8127363.39,6936840.47,
Tepic,Constructora Nunez S.A.,5453545.45,,7318772.5,9412055.46,317595.45
Villa Hidalgo,Industrias Castillo S.R.L. de C.V.,14129195.98,11668641.27,14581058.98,10947058.45,2649597.27
Villa Purificacion,Soluciones Ramirez S.C.,14370551.76,14801581.56,6384880.4,13723978.91,14172897.06
Bolanos,Corporativo Ibarra S. de R.L.,1014642.93,11212746.69,2620606.32,5614883.75,3367424.32
Tizapan el Alto,Grupo Ybarra S.A.,,9639842.77,779874.68,14005089.52,518368.15
Zacoalco de Torres,Corporativo Soto S.A. de C.V.,12768630.12,4622349.95,,10699705.0,8055686.5
Arandas,Soluciones Delgado,,12123953.85,7623133.96,13955955.84,13629393.52
San Miguel el Alto,Comercializadora Vargas S.R.L. de C.V.,2268894.23,1682581.99,,13246145.07,2370517.06
Mixtlan,Distribuidora Tapia S.A.,12388233.05,1018892.66,10819015.12,9584522.71,6202151.41
Sayula,Servicios Medina,13461333.22,1762916.6,6659140.32,943677.08,923647.31
Tototlan,Servicios Mendoza S.A.,1709318.83,2826295.44,,7968215.02,4858794.93
Sayula,Empresa Cruz S.R.L. de C.V.,9981571.05,3958853.78,6599653.57,2391068.67,5494076.78
Tototlan,Distribuidora Delgado S.A.,7156256.93,3827771.84,,,
Sayula,Grupo Montes S.R.L. de C.V.,5838422.24,10314378.6,11142083.4,,1393281.13
Guadalajara,Servicios Vargas S.C.,12291478.46,,,14963334.64,8517050.23
Teocuitatlan de Corona,Empresa Lopez S.A. de C.V.,11849095.31,549636.28,13940800.08,12110869.64,
Juanacatlan,Grupo Pena S.C.,3539254.76,,3330933.79,8057560.59,617488.05
Huejucar,Soluciones Delgado S.R.L. de C.V.,9903595.26,8247985.97,10568208.12,7745805.1,13512868.75
San Juanito de Escobedo,Comercializadora Diaz S. de R.L.,12112384.56,12162688.28,9149284.6,12752819.48,
Yahualica de Gonzalez Gallo,Comercializadora Sandoval S.C.,,4084310.72,12122597.16,11456572.41,6598566.11
Mezquitic,Inversiones Ochoa S.R.L. de C.V.,,6416606.17,8988514.67,9074204.59,2640913.6
San Cristobal de la Barranca,Comercializadora Ybarra S.A.,2140325.04,6066739.16,13917929.16,9241324.02,155172.26
Bolanos,Comercializadora Diaz S.A. de C.V.,,13618212.78,1244167.75,2407254.01,
Techaluta de Montenegro,Constructora Aguilar S.A.,,13815601.39,5078181.43,6219952.26,
Ocotlan,Corporativo Reyes S. de R.L.,11692510.95,11662061.72,13441655.96,14786845.51,7913150.01
Cihuatlan,Distribuidora Delgado S. de R.L.,,4463795.7,2573717.03,4781047.44,4819633.32
Unión de San Antonio,Industrias Nunez S.A.,12520231.17,8287550.53,11509055.02,6840416.19,3202616.35
Techaluta de Montenegro,Industrias Cervantes,3608027.3,9986601.78,,,381124.98
Sayula,Corporativo Jimenez S.C.,5168152.61,3603096.75,3754502.81,14320798.23,10170685.34
Ayotlan,Servicios Torres S.A. de C.V.,11752453.97,12666233.44,4175816.08,6355279.83,544252.72
Jesus Maria,Empresa Gomez S.A. de C.V.,8608439.53,4873990.42,9714269.88,10164197.4,5216226.64
San Martin de Bolanos,Industrias Flores S.R.L. de C.V.,2018673.58,8224182.2,3841165.37,4948179.39,
San Juanito de Escobedo,Corporativo Tapia S.A.,5544481.69,9320970.82,,2023505.13,6693308.06
Magdalena,Inversiones Ramirez,1050087.63,,2158885.92,10214293.29,4365796.43
Jamay,Empresa Quintero S.R.L. de C.V.,6290939.42,,4065628.51,7289255.05,8848953.39
Yahualica de Gonzalez Gallo,Servicios Martinez S. de R.L.,3360594.08,,8450398.02,13992673.29,8150483.33
Villa Purificacion,Inversiones Tapia,11607588.29,13229925.11,5240981.8,6689079.53,6912683.44
Teocaltiche,Soluciones Torres S. de R.L.,12104187.71,1673998.8,7675281.39,4864422.57,12527160.89
Tapalpa,Distribuidora Lara S. de R.L.,,,14836555.74,3124500.14,7094166.34
San Miguel el Alto,Constructora Ybarra S. de R.L.,1569554.68,6207098.22,8515902.41,6973535.84,9210131.62
San Gabriel,Corporativo Ramos S. de R.L.,3849514.48,3170215.18,4256267.57,8180927.42,11715582.06
Degollado,Industrias Morales,9601370.94,1772874.33,10826131.47,10335679.28,
Bolanos,Empresa Pena S.R.L. de C.V.,9716457.43,8257461.29,8510790.02,2767340.58,13468712.67
Tlajomulco de Zuniga,Corporativo Gomez S.C.,12252848.3,14975311.8,1941644.25,4352739.88,4440580.61
Mazamitla,Grupo Quintero S.A.,233707.62,6757464.81,11320075.09,7214254.23,370722.47
Sayula,Empresa Fuentes,1869967.48,291228.89,9602585.22,12692926.19,2945320.88
Tizapan el Alto,Comercializadora Valdez S.R.L. de C.V.,13940832.03,3527797.59,,9478543.85,10656474.69
Chapala,Constructora Cruz S.R.L. de C.V.,11006536.57,12370639.76,12319912.81,7645547.2,
Techaluta de Montenegro,Empresa Tapia S. de R.L.,12259104.73,2235469.99,5735201.64,10172467.97,7703588.93
Tizapan el Alto,Constructora Fuentes S. de R.L.,2504353.28,10716142.29,3245336.6,11509459.25,9608688.22
El Grullo,Soluciones Rios S.C.,11763593.53,12010426.65,10025045.92,576021.14,6917573.6
Mazamitla,Grupo Nunez S.R.L. de C.V.,9870127.85,,12022550.56,4682725.24,
Tuxcacuesco,Constructora Mendoza S. de R.L.,11796063.38,4705096.16,14787449.81,4108844.07,4186625.25
Tamazula de Gordiano,Constructora Valdez,364571.79,13898114.27,14819336.57,6561952.81,11415034.24
Acatic,Inversiones Cruz S.R.L. de C.V.,,3759566.71,3128226.92,,9286580.12
Tequila,Distribuidora Cruz S.R.L. de C.V.,,143024.19,9437937.87,10842358.01,186582.13
Mascota,Servicios Ochoa S.R.L. de C.V.,12216005.91,3993483.1,7913049.6,8244361.65,7557366.59
El Grullo,Corporativo Rios,2604369.53,11230791.27,13767009.1,2062001.27,10840262.69
El Salto,Grupo Ybarra S.A. de C.V.,1651408.35,7379952.52,3213795.85,11776758.94,13514870.83
Zacoalco de Torres,Servicios Ramirez S.C.,8787970.19,,9127817.4,4541465.3,8681310.36
Guadalajara,Industrias Montes S. de R.L.,10136913.62,10228568.49,8761854.61,965647.14,58845.82
Zapopan,Servicios Vargas S.A. de C.V.,4849101.99,804886.17,9049564.9,4932001.82,9079546.4
Tamazula de Gordiano,Empresa Montes S.A.,,3766698.13,9248751.82,6270498.69,8976370.62
Zapotiltic,Constructora Cervantes S.A. de C.V.,402588.93,11706631.36,5161036.91,3312280.82,12597975.83
Tecolotlan,Industrias Montes S.R.L. de C.V.,2371050.4,3813935.43,,,13608077.18
Autlan de Navarro,Soluciones Rivera S.R.L. de C.V.,13095543.08,8023539.56,2801535.06,,13190904.4
La Manzanilla de la Paz,Industrias Tapia,7456787.5,10725185.36,7573288.45,12097175.36,113592.74
Mixtlan,Industrias Delgado S. de R.L.,,2916498.39,13243140.95,5493315.17,
Chapala,Comercializadora Ybarra S.R.L. de C.V.,6100969.9,10581756.96,,11137254.89,5987313.29
Lagos de Moreno,Servicios Vargas S.A. de C.V.,,7147640.54,1425827.77,14339088.15,8321935.38
Mezquitic,Comercializadora Cruz S.C.,14764726.95,3378702.91,10042071.06,1906559.18,11301472.3
Zapopan,Comercializadora Uribe S.C.,13123201.51,11851250.86,,562060.33,10060133.34
Tala,Servicios Lara S.R.L. de C.V.,4992271.01,4829706.74,3520517.93,4816607.51,14516363.43
Santa Maria de los Angeles,Constructora Ortega S. de R.L.,14795914.98,11379155.1,7944980.21,2173815.91,
San Juan de los Lagos,Servicios Ybarra S.A.,3120878.74,14114320.43,14546044.45,13485014.24,13802251.03
Tecolotlan,Constructora Soto S.R.L. de C.V.,,2870205.3,,14168414.43,6885961.9
Tequila,Empresa Morales,13850907.51,9624256.1,7450936.01,,1989904.84
Zapotiltic,Servicios Quintero S.A. de C.V.,686048.71,355249.73,11491337.8,9002076.95,12273913.4
Cocula,Distribuidora Zepeda S. de R.L.,10749540.47,6619442.25,6468338.63,7194705.2,8497145.25
Autlan de Navarro,Empresa Montes S.A.,126001.51,1405918.85,6954108.64,8951510.9,11481317.13
Tlaquepaque,Soluciones Tapia S.A. de C.V.,3259210.01,14125878.5,1561841.9,14160490.76,4735032.03
Tonaya,Distribuidora Zepeda S. de R.L.,13262851.43,9704435.44,5579119.92,2273760.23,6502561.85
Mixtlan,Inversiones Soto S. de R.L.,5922249.91,7685484.63,13514733.13,14196210.39,4897417.5
San Gabriel,Constructora Jimenez S.C.,13429038.83,682747.81,14871380.3,11231501.75,8091747.24
Cabo Corrientes,Industrias Jimenez S.A. de C.V.,4221822.89,11722939.07,12300149.21,,5032703.46
Teocaltiche,Comercializadora Delgado S.A. de C.V.,,,2871982.09,11364674.61,13431046.7
Teocaltiche,Soluciones Ramirez S.A.,13163644.34,,794630.52,13274770.66,
Tlaquepaque,Servicios Soto S. de R.L.,3469448.6,6084003.66,13526212.01,,14290637.8
La Barca,Corporativo Soto S.A. de C.V.,12456498.05,5705546.08,5890519.31,,5721246.9
El Salto,Grupo Ibarra S.A.,1118846.98,8696873.1,10018191.14,13642505.56,4495868.85
Ojuelos de Jalisco,Servicios Ybarra S.A.,2343063.57,13611811.28,774056.56,,3310981.18
Atemajac de Brizuela,Industrias Ramos S.A.,11517694.5,7184478.41,2722281.42,10207613.67,13545135.92
Tonaya,Empresa Quintero S.A. de C.V.,13662313.96,344754.57,7910262.68,,
Ciudad Guzman,Industrias Nunez S.C.,8844575.14,14901603.68,6823715.76,13672267.59,5973610.0
La Barca,Distribuidora Lopez S.C.,10664210.04,14470946.36,,13437997.05,3508272.32
Zapotiltic,Grupo Gutierrez S.C.,10519665.86,10628650.26,13234885.01,13434450.79,4258853.17
Ciudad Guzman,Corporativo Mendoza,7483561.91,3959233.55,13152323.42,2582008.35,12057201.12
Tizapan el Alto,Corporativo Lara S.A. de C.V.,1002514.99,8376339.78,2060830.19,13845155.15,12443460.3
Techaluta de Montenegro,Inversiones Tapia S. de R.L.,2179344.37,5677854.79,,1662427.29,10216654.69
Zapotlan de Juarez,Comercializadora Uribe S.A. de C.V.,12543750.96,8515021.78,6841118.16,10221713.82,9532865.27
Casimiro Castillo,Inversiones Vargas S.R.L. de C.V.,538761.63,7326972.89,9693513.8,4224488.57,1389748.73
Tlajomulco de Zuniga,Empresa Rios S.C.,2366744.53,11842291.19,,,5474805.27
Cabo Corrientes,Constructora Nunez S. de R.L.,12716510.73,1326550.28,6404380.87,,7683294.82
Ayutla,Grupo Lara S.A.,4293147.63,12149783.73,8924143.16,11935727.63,1430321.78
Ciudad Guzman,Inversiones Gomez S.R.L. de C.V.,7433362.3,5306563.85,4147505.29,4921931.88,14971105.25
Unión de San Antonio,Constructora Nunez,8072235.64,1272219.58,12633456.78,9911187.41,9055197.13
Lagos de Moreno,Comercializadora Cruz S.A.,7934912.02,8794377.67,4267037.37,12947284.1,13588225.55
Tapalpa,Distribuidora Lara S.C.,14223330.55,10504235.65,,1535826.05,3829952.56
Encarnacion de Diaz,Soluciones Ibarra S.R.L. de C.V.,,861089.18,5377787.99,574055.72,7069637.23
Tepic,Empresa Vega S. de R.L.,9956041.88,9028620.78,,7368881.11,8568302.77
El Grullo,Soluciones Cervantes S. de R.L.,4996629.61,4817197.88,,12237887.43,5705178.48
Villa Hidalgo,Empresa Mendoza S.A. de C.V.,13530371.5,9536496.49,,8403884.53,5322009.94
Tecalitlan,Industrias Ramos S.R.L. de C.V.,,2187221.72,12009107.41,9534854.19,5320558.7
Huejucar,Empresa Diaz S.A. de C.V.,1260734.48,5217745.72,3490549.11,,1171193.93
Ocotlan,Industrias Quintero S.R.L. de C.V.,,13592729.71,,7102594.23,
Toliman,Inversiones Delgado S. de R.L.,1645368.31,5483170.7,11055456.0,5862485.99,5929274.0
Techaluta de Montenegro,Corporativo Gomez S.R.L. de C.V.,10366223.13,,2879264.8,,
Huejucar,Corporativo Cervantes S.C.,6862215.32,559377.35,1021587.53,11749695.71,6909650.49
Cocula,Constructora Lara S.R.L. de C.V.,980519.34,518886.82,10926464.0,12327650.76,3552638.09
Tecalitlan,Servicios Medina S.A.,4478985.03,9391098.65,2171541.44,5970820.87,11373049.91
San Cristobal de la Barranca,Servicios Martinez S.A.,1202442.05,4174173.74,3395748.09,2401024.67,7816157.68
Tototlan,Constructora Torres S.A. de C.V.,2946203.2,,,3659911.35,3568148.26
Tepic,Constructora Ramirez S. de R.L.,2937656.01,6594980.19,10689270.23,1006691.42,
Villa Hidalgo,Inversiones Mendoza S.R.L. de C.V.,3120099.63,13339126.1,9729553.57,3818378.62,
El Arenal,Industrias Morales S.R.L. de C.V.,5445716.17,6281073.25,10599175.55,12470812.98,10914937.64
Encarnacion de Diaz,Comercializadora Pena S.C.,11409846.74,,1635854.85,3655306.6,5207702.11
Degollado,Comercializadora Torres,5200325.75,2862852.3,12332153.84,11740060.21,10976703.64
Juanacatlan,Industrias Uribe S.R.L. de C.V.,2879244.0,,,9997315.09,12792345.33
San Diego de Alejandria,Soluciones Ochoa S.A.,284170.32,,8568706.52,9627722.37,8166149.84
La Barca,Corporativo Rivera S.C.,4752395.34,8833730.47,918420.35,1021599.3,11084371.17
Lagos de Moreno,Inversiones Vargas,14408936.86,4623417.96,4709651.09,5473140.87,
Teocuitatlan de Corona,Comercializadora Torres S. de R.L.,14046573.12,12831675.24,14091139.14,1827182.12,9700609.79
Huejucar,Grupo Hernandez S.R.L. de C.V.,123119.72,13565699.74,2339733.24,1058392.52,
Techaluta de Montenegro,Industrias Mendoza,3520133.56,7630832.62,13565288.69,3739732.16,14396259.63
Zacoalco de Torres,Distribuidora Flores,11632942.79,3632431.31,,4622401.87,2237305.73
Huejucar,Empresa Lara S.C.,14333781.94,14856788.0,14710399.65,,13363445.42
Ixtlahuacan de los Membrillos,Distribuidora Lara,12589151.0,6465648.24,,14072758.21,7370412.31
Tepatitlan de Morelos,Soluciones Reyes S. de R.L.,13673169.93,11034676.29,7206060.77,14760554.17,4965634.36
San Gabriel,Grupo Delgado S.C.,12425069.12,2428566.08,4391459.61,6907345.69,8159365.43
Arandas,Empresa Zepeda S. de R.L.,3772840.16,11091099.89,2947601.86,7962167.7,4524943.54
Hostotipaquillo,Distribuidora Nunez S.R.L. de C.V.,13260181.65,14463299.39,3408366.6,270739.37,6149892.9
Tapalpa,Grupo Martinez S.C.,3587666.84,7785222.5,776202.49,9893525.42,1188678.09
Magdalena,Empresa Diaz S.C.,7576964.71,14022105.3,13521782.29,13264649.32,8128642.29
Ojuelos de Jalisco,Corporativo Lopez S.C.,10083086.55,2861751.84,8177337.25,,3459103.72
San Miguel el Alto,Industrias Ortega S.C.,9457378.83,8765575.63,7382525.73,10227142.53,5786323.44
Ixtlahuacan del Rio,Grupo Fuentes,,12633968.59,12581090.86,8712683.12,13284560.79
La Huerta,Constructora Rios S.A.,5736060.66,2676034.29,8418057.04,8581389.88,2382499.8
Tecalitlan,Empresa Ramirez S.C.,11286812.02,,4095629.95,11828355.62,13904472.84
Mazamitla,Empresa Vargas S. de R.L.,6779961.39,12474954.47,400881.15,5368336.26,640010.89
Etzatlan,Servicios Pena S.C.,4474953.95,2181457.6,10846441.34,2644943.27,
Zapotiltic,Constructora Medina,808267.1,,3078152.33,5907674.59,
Zapotlan del Rey,Inversiones Montes S.C.,5022003.32,10227769.38,13919664.85,5837815.29,14396564.81
Bolanos,Soluciones Fuentes S.A.,4521818.0,9608402.17,10027145.54,,14819871.65
San Cristobal de la Barranca,Inversiones Castillo S. de R.L.,12777348.21,1844539.98,4961735.9,3393699.64,
Ixtlahuacan de los Membrillos,Inversiones Zepeda,5742914.9,11726710.49,793772.21,6070372.03,6034069.26
Villa Corona,Inversiones Torres S.A. de C.V.,9637054.63,12075726.06,,5968364.59,2426878.33
Tecolotlan,Empresa Nunez,4624499.31,11060162.41,3061691.35,11665118.35,13614014.0
Sayula,Corporativo Ortega S.R.L. de C.V.,12876756.61,3357054.86,2420618.52,8256971.71,12490572.95
La Huerta,Empresa Sandoval S.A. de C.V.,12235257.3,119592.77,96433.98,14901490.14,9507436.31
Techaluta de Montenegro,Servicios Gutierrez S. de R.L.,11280419.13,10546695.87,5159014.73,1740562.26,881055.92
San Juanito de Escobedo,Servicios Lara,14580275.51,118779.88,8089125.81,,
La Manzanilla de la Paz,Soluciones Lopez S.A. de C.V.,,13948888.55,5001905.96,,10057018.8
Sayula,Distribuidora Gutierrez S. de R.L.,1461637.68,3331876.47,,,2093798.25
Magdalena,Empresa Ibarra,11418882.4,12997615.96,11732346.49,8365108.69,8149488.48
La Manzanilla de la Paz,Constructora Ortega,10967158.69,14698062.3,3961112.07,2048138.81,
San Diego de Alejandria,Industrias Medina S.A. de C.V.,9969289.54,3811875.56,,2839014.11,5798623.15
Tuxcacuesco,Constructora Quintero S. de R.L.,1520862.55,,13354120.45,4454987.62,8354176.55
Hostotipaquillo,Comercializadora Torres,4297550.59,3809201.49,14412966.59,,9461178.32
San Cristobal de la Barranca,Soluciones Ibarra S.R.L. de C.V.,14305085.24,5831040.95,,9567831.77,2340885.84
Magdalena,Servicios Morales S.R.L. de C.V.,,7192097.39,,8548009.71,
Tonaya,Grupo Pena,1683818.51,11918179.31,10067922.93,10791038.35,7598673.18
La Huerta,Servicios Montes S.C.,1425204.41,13101319.84,678190.42,14839810.25,1708543.22
Zacoalco de Torres,Grupo Diaz S. de R.L.,2068149.19,11714095.55,224924.19,,5439623.92
Zapotiltic,Comercializadora Vega S.A. de C.V.,14518673.92,7013223.52,5172834.21,8855544.63,9967479.65
San Martin Hidalgo,Empresa Sandoval S.C.,9915282.47,1491008.61,13033387.07,2535450.87,14864987.08
Villa Hidalgo,Distribuidora Ochoa S.A.,8477451.01,4267229.83,,4831340.56,
Yahualica de Gonzalez Gallo,Industrias Soto S.A. de C.V.,10913502.47,,6259990.4,9730116.49,11552769.58
Jocotepec,Distribuidora Vega S. de R.L.,10544614.81,8235906.29,469235.39,12778595.83,10133632.72
Casimiro Castillo,Servicios Diaz,5626333.89,,10055955.42,14959163.11,10459495.96
Valle de Guadalupe,Soluciones Fuentes S.A.,10699277.29,4668276.97,6572168.51,14473738.12,3267803.63
Huejuquilla el Alto,Empresa Cruz S. de R.L.,11516641.51,11158343.57,642910.23,4994134.02,2143390.51
Villa Guerrero,Servicios Vega S.C.,11958482.38,2495136.6,1042313.51,6373407.72,14895519.3
Ocotlan,Servicios Cruz S.A. de C.V.,1884254.45,,5700353.16,2920181.4,5574830.31
Chapala,Inversiones Vargas S. de R.L.,13203830.72,5866869.07,11834629.95,8917337.72,8572392.87
Zapotlan del Rey,Empresa Ramirez S.R.L. de C.V.,12301414.14,7412992.61,4769487.3,3526959.11,11154643.97
Santa Maria de los Angeles,Servicios Ibarra S.C.,,,1512044.06,,5159678.29
Magdalena,Inversiones Martinez,,6834100.59,8376542.29,14737102.17,6765743.67
Tizapan el Alto,Comercializadora Martinez S. de R.L.,14005862.42,4995941.92,11537288.04,294723.22,3573577.95
Zacoalco de Torres,Grupo Gomez,6822673.33,12649745.03,6515146.15,12195662.68,5302813.53
Ojuelos de Jalisco,Distribuidora Zepeda,6488978.09,10403850.09,14280107.62,8340538.41,6010799.32
Guadalajara,Industrias Rios S.C.,4989068.25,8255804.75,,10617463.4,
Mascota,Constructora Ramirez S.A.,14502092.07,1766490.32,5062860.96,9791193.69,13513236.46
